Semantic Field,Structure,Database ID,Synset,Phrase 1,Phrase 2,Definiton,Jpn ID,Jpn Synset,Phrase 1,Phrase 2,Jpn Definition
Communication,entity:abstraction:communication:written communication:writing:document:commercial document:statement:bill:check,06529933,"check,chit,tab",,,"the bill in a restaurant; ""he asked the waiter for the check""",06517942-n,"お愛想,あいそ,勘定,勘定書,計算書,愛想,勘定書き,伝票,御愛想",,,レストランでの請求書
Communication,entity:abstraction:communication:written communication:writing:document:commercial document:ticket,06530710,ticket,,,a commercial document showing that the holder is entitled to something (as to ride on public transportation or to enter a public entertainment),06518719-n,"寝台券,指定券,乗車券,ティケット,券,切符,チケット",,,保有者が何らかの（公共輸送機関に乗るか、一般向けの娯楽｛ごらくのような）権利があることを示している商業的な文書
Communication,entity:abstraction:communication:written communication:writing:document:copyright,06484839,"copyright,right of first publication",,,a document granting exclusive right to publish and sell literary or musical or artistic work,06473168-n,"著作権,複製権,出版権,版権,コピーライト,板株",,,文学作品、音楽作品、芸術作品の出版、販売の排他的権利を保証する文書
Communication,entity:abstraction:communication:written communication:writing:document:form,06485234,form,,,"a printed document with spaces in which to write; ""he filled out his tax form""",06473563-n,"用紙,フォーム,質問用紙,書式,雛形,ひな型,書札礼,ひな形",,,書くための空白がある印刷された文書
Communication,entity:abstraction:communication:written communication:writing:document:form:questionnaire,06485793,questionnaire,,,a form containing a set of questions; submitted to people to gain statistical information,06474122-n,"アンケート用紙,調査票,質問用紙,アンケート,質問表",,,一組の質問を含む形
Communication,entity:abstraction:communication:written communication:writing:document:legal document:act:decree,06551761,"decree,edict,fiat,order,rescript",,,"a legally binding command or decision entered on the court record (as if issued by a court or judge); ""a friend in New Mexico said that the order caused no trouble out there""",06539770-n,"布告,フィアット,勅令,軍配,指令,命令,判決",,,裁判所の記録に記入される法的に拘束力のある命令または決定（あたかも裁判所または判事によって発行されたような）
Communication,entity:abstraction:communication:written communication:writing:document:legal document:act:decree:prohibition,06554038,"prohibition,ban,proscription",,,a decree that prohibits something,06542047-n,"禁則,禁め,禁制,戒,禁酒,誡,禁止,禁断,不許可,禁令,戒め,ご法度,禁止条約,禁圧,厳禁,法度,御法度,禁戒,差し止め,禁",,,何かを禁止する命令
Communication,entity:abstraction:communication:written communication:writing:document:legal document:deed,06557128,"deed,deed of conveyance,title",,,"a legal document signed and sealed and delivered to effect a transfer of property and to show the legal right to possess it; ""he signed the deed""; ""he kept the title to his car in the glove compartment""",06545137-n,権利書,,,署名され、捺印され、財産の譲渡をもたらすことが述べられており、財産の所有の法的権利を示す法律書類
Possession,entity:abstraction:communication:written communication:writing:document:legal document:derivative instrument:option,13262498,option,,,the right to buy or sell property at an agreed price; the right is purchased and if it is not exercised by a stated date the money is forfeited,13241600-n,オプション,,,財産を協定価格で売買する権利
Communication,entity:abstraction:communication:written communication:writing:document:legal document:law:fundamental law,06545639,"fundamental law,organic law,constitution",,,law determining the fundamental political principles of a government,06533648-n,"憲章,朝憲,国法,本法,コンスティチューション,憲法,基本法",,,政府の基礎的政治上の原理を決定する法律
Communication,entity:abstraction:communication:written communication:writing:document:legal document:license,06561652,"license,licence,permit",,,a legal document giving official permission to do something,06549661-n,"使用許可,免状,免許証,認可証,公許,許可書,認可,認可状,許状,免許状,鑑札,允許,認許,公認,パーミッション,許可証,ライセンス",,,何かをする公式の許可を与える法律文書
Possession,entity:abstraction:communication:written communication:writing:document:legal document:negotiable instrument:draft:check,13402907,"check,bank check,cheque",,,"a written order directing a bank to pay money; ""he paid all his bills by check""",13381734-n,"預金小切手,小切手",,,銀行に払い出しを命じる証書
Communication,entity:abstraction:communication:written communication:writing:document:legal document:opinion,06563775,"opinion,legal opinion,judgment,judgement",,,"the legal document stating the reasons for a judicial decision; ""opinions are usually written by a single judge""",06551784-n,"裁き,鑑定,決議,裁決,ジャッジメント,判定,判決,裁断,裁定",,,裁判所の決定の理由を述べる法律文書
Communication,entity:abstraction:communication:written communication:writing:document:legal document:passport,06512928,passport,,,a document issued by a country to a citizen allowing that person to travel abroad and re-enter the home country,06500937-n,"パスポート,旅券,旅行免状,渡航免状",,,国から市民に発行される文書で、外国を旅行し自国に戻ることを許可する
Possession,entity:abstraction:communication:written communication:writing:document:legal document:security:stock certificate:share,13363150,share,,,"any of the equal portions into which the capital stock of a corporation is divided and ownership of which is evidenced by a stock certificate; ""he bought 100 shares of IBM at the market price""",13342135-n,株,,,企業の資本金の平等の分け前で、株券によって所有が証明される
Communication,entity:abstraction:communication:written communication:writing:document:legal document:tax return,06560662,"tax return,income tax return,return",,,"document giving the tax collector information about the taxpayer's tax liability; ""his gross income was enough that he had to file a tax return""",06548671-n,"納税申告,税金申告,申告,所得申告",,,納税者の納税義務に関する情報を収税官に与える文書
Communication,entity:abstraction:communication:written communication:writing:document:legal document:will,06556133,"will,testament",,,a legal document declaring a person's wishes regarding the disposal of their property when they die,06544142-n,"置文,書き置き,書置き,遺書,置き文,遺言書,書置,遺言状",,,自分が死んだ時の財産の処分に関する人の意志を述べる法律文書
